release,feature,Total LOC,Mean CSB
KeplerPostRC4,BIRT,1182690,9.827162962222443
KeplerPostRC4,CDT,1062630,7.0725152082576415
KeplerPostRC4,CVS,160123,4.963687478036781
KeplerPostRC4,DataTools,27632,6.957236842105263
KeplerPostRC4,EGit,74113,8.009311606252078
KeplerPostRC4,EMF,642216,12.406168362771474
KeplerPostRC4,EclipseLink,1226937,2.7377241613395937
KeplerPostRC4,GEF,87320,12.236670536750916
KeplerPostRC4,GMF Runtime,128247,4.015893287923939
KeplerPostRC4,JDT,1130778,21.30596717447443
KeplerPostRC4,Mylyn,89842,2.1343717001055964
KeplerPostRC4,PDE,297047,7.284047704156241
KeplerPostRC4,PTP,185965,3.773801419819119
KeplerPostRC4,RAP,361443,3.0741800892683875
KeplerPostRC4,Scout,213703,2.6608789597561446
KeplerPostRC4,Subversive,58505,3.876158694846125
KeplerPostRC4,WebTools,228352,1.2905490097768864
KeplerPostRC4,Window Builder,487965,0.28697389451252
KeplerPostRC4,m2e,64285,7.4963240208528275
KeplerSR0,BIRT,1185500,9.83891709718188
KeplerSR0,CDT,1064092,7.072220930773165
KeplerSR0,CVS,160172,4.965042745052114
KeplerSR0,DataTools,28250,7.212093023255814
KeplerSR0,EGit,74529,8.098175787728026
KeplerSR0,EMF,642350,12.409083820662769
KeplerSR0,EclipseLink,1230184,2.788229734590672
KeplerSR0,GEF,87320,12.236670536750916
KeplerSR0,GMF Runtime,128247,4.015893287923939
KeplerSR0,JDT,1132161,21.314462902974345
KeplerSR0,Mylyn,92617,2.140279196458972
KeplerSR0,PDE,295241,7.383482084263027
KeplerSR0,PTP,185379,3.7988987428125913
KeplerSR0,RAP,361697,3.0913846973623658
KeplerSR0,Scout,214361,2.6636521069847987
KeplerSR0,Subversive,58524,3.8954587581093607
KeplerSR0,WebTools,227129,1.4276736335559863
KeplerSR0,Window Builder,487983,0.2872326256626089
KeplerSR0,m2e,64500,7.569413017436443
KeplerSR1,BIRT,1189898,9.861882664898909
KeplerSR1,CDT,1066796,7.106480451072038
KeplerSR1,CVS,160178,4.970195573252138
KeplerSR1,DataTools,28318,7.279944289693593
KeplerSR1,EGit,75752,8.299755501222494
KeplerSR1,EMF,643259,12.52690705190608
KeplerSR1,EclipseLink,1242157,2.793646167298164
KeplerSR1,GEF,87320,12.236670536750916
KeplerSR1,GMF Runtime,128247,4.015893287923939
KeplerSR1,JDT,1132633,21.313487115544472
KeplerSR1,Mylyn,101410,2.451640359021974
KeplerSR1,PDE,295503,8.96059370412657
KeplerSR1,PTP,183595,3.8625571449638696
KeplerSR1,RAP,366127,2.996828273674672
KeplerSR1,Scout,215416,2.6742870250019117
KeplerSR1,Subversive,58546,3.897516679021497
KeplerSR1,WebTools,270211,1.4670910326926645
KeplerSR1,Window Builder,487994,0.2881572638644717
KeplerSR1,m2e,64620,7.576151905457443
LunaRC4,BIRT,1199008,9.92905123589586
LunaRC4,CDT,1087435,7.133895505046837
LunaRC4,CVS,160532,4.973267037145364
LunaRC4,DataTools,28318,7.279944289693593
LunaRC4,EGit,83613,8.589616450342715
LunaRC4,EMF,653552,13.767709858937794
LunaRC4,EclipseLink,1257275,2.853030760365502
LunaRC4,GEF,87496,12.251962883654532
LunaRC4,GMF Runtime,128281,4.014471164077463
LunaRC4,JDT,1230013,20.893009226401706
LunaRC4,Mylyn,112002,2.6493915232899705
LunaRC4,PDE,328917,9.146085430784124
LunaRC4,PTP,187479,4.38877128836717
LunaRC4,RAP,368727,3.021420996818664
LunaRC4,Scout,246147,3.007002846951798
LunaRC4,Subversive,59470,4.007167800036758
LunaRC4,WebTools,270646,1.4831800506141597
LunaRC4,Window Builder,488015,0.3486495125459485
LunaRC4,m2e,66447,7.615285308546347
LunaSR0,BIRT,1198299,9.918205891724996
LunaSR0,CDT,1086937,7.111982642009605
LunaSR0,CVS,160178,4.970195573252138
LunaSR0,DataTools,28318,7.279944289693593
LunaSR0,EGit,82733,8.405504857226965
LunaSR0,EMF,651585,13.730940058705391
LunaSR0,EclipseLink,1253505,2.87760758771055
LunaSR0,GEF,87332,12.238992587300167
LunaSR0,GMF Runtime,128276,4.011492622020431
LunaSR0,JDT,1225589,20.94604171048587
LunaSR0,Mylyn,105309,2.7093618302227576
LunaSR0,PDE,328917,9.146085430784124
LunaSR0,PTP,187441,4.376299076212471
LunaSR0,RAP,368804,3.0224742948778416
LunaSR0,Scout,239066,3.0230016863406406
LunaSR0,Subversive,59464,4.0056974820805
LunaSR0,WebTools,270253,1.4722531207514522
LunaSR0,Window Builder,487999,0.2884502690320175
LunaSR0,m2e,66434,7.602690118986032
LunaSR2,BIRT,1200868,10.083348859638548
LunaSR2,CDT,1089948,7.227408466508606
LunaSR2,CVS,159797,4.980217199882595
LunaSR2,DataTools,28318,7.279944289693593
LunaSR2,EGit,86404,8.687908032926483
LunaSR2,EMF,653788,14.037239889688156
LunaSR2,EclipseLink,1270159,2.8116127554354784
LunaSR2,GEF,87514,12.25327861539834
LunaSR2,GMF Runtime,129496,3.987560615644107
LunaSR2,JDT,1242205,20.55429492396317
LunaSR2,Mylyn,112968,2.642990654205608
LunaSR2,PDE,328917,9.146085430784124
LunaSR2,PTP,128856,4.866066105848844
LunaSR2,RAP,382379,2.920441163148836
LunaSR2,Scout,204959,0.3760186263096624
LunaSR2,Subversive,59591,4.032648569332356
LunaSR2,WebTools,270820,1.4835784993986492
LunaSR2,Window Builder,488040,0.3493661446681581
LunaSR2,m2e,67336,7.637026612077789
Mars.1,BIRT,1203545,10.203289078293176
Mars.1,CDT,1126980,7.0775233085466125
Mars.1,CVS,159797,4.980217199882595
Mars.1,DataTools,28318,7.279944289693593
Mars.1,EGit,91857,9.30220300040546
Mars.1,EMF,654187,14.087624592723978
Mars.1,EclipseLink,1278191,7.497469075793638
Mars.1,GEF,85693,12.074733417675764
Mars.1,GMF Runtime,129498,3.987982289690069
Mars.1,JDT,1251183,20.519085543850743
Mars.1,Mylyn,147386,2.523352771268189
Mars.1,PDE,344692,9.71356236568636
Mars.1,PTP,129243,4.858951533135509
Mars.1,RAP,383848,3.0389305291419624
Mars.1,Scout,213560,0.4403137541043415
Mars.1,Subversive,59579,4.042920029347028
Mars.1,WebTools,271280,1.486592282086056
Mars.1,Window Builder,487951,0.3501691574096273
Mars.1,m2e,67793,7.6659455332145585
Neon,BIRT,1207506,10.304471163288015
Neon,CDT,1101523,7.276850820790977
Neon,CVS,162340,5.423732786404923
Neon,DataTools,28318,7.279944289693593
Neon,EGit,100897,10.082780212899186
Neon,EMF,654791,14.11737387751956
Neon,EclipseLink,1305713,7.423182203083871
Neon,GEF,85909,12.06846716647096
Neon,GMF Runtime,129498,3.976878206479725
Neon,JDT,1275938,20.386367169283385
Neon,Mylyn,245443,4.836049135121584
Neon,PDE,344692,9.71356236568636
Neon,PTP,129327,4.870023727919852
Neon,RAP,386211,3.076171614224042
Neon,Scout,190756,2.373912702766241
Neon,Subversive,59663,4.066568861177333
Neon,WebTools,271340,1.48688792333056
Neon,Window Builder,479311,0.3482792313538161
Neon,m2e,68491,7.726722943177523
Neon.1,BIRT,1208130,10.309010207642643
Neon.1,CDT,1107573,7.281576715325209
Neon.1,CVS,162775,5.591007552251039
Neon.1,DataTools,28318,7.279944289693593
Neon.1,EGit,102789,10.24293645897594
Neon.1,EMF,655022,14.261767596000077
Neon.1,EclipseLink,1308532,7.401733649574777
Neon.1,GEF,85909,12.06846716647096
Neon.1,GMF Runtime,129498,3.976878206479725
Neon.1,JDT,1279259,20.393082151391948
Neon.1,Mylyn,248484,4.838063853158995
Neon.1,PDE,349534,9.920054792923551
Neon.1,PTP,129393,4.874489392541837
Neon.1,RAP,386328,3.0811941095341906
Neon.1,Scout,194414,2.593045148895293
Neon.1,Subversive,67576,0.0103730968713401
Neon.1,WebTools,271340,1.48694955471326
Neon.1,Window Builder,479311,0.3482792313538161
Neon.1,m2e,69822,7.595426452410384
Neon.1a,BIRT,1208195,10.309527704168984
Neon.1a,CDT,1112558,7.259750161800821
Neon.1a,CVS,162882,5.658683686614357
Neon.1a,DataTools,28318,7.279944289693593
Neon.1a,EGit,102599,10.266617247343712
Neon.1a,EMF,655022,14.261767596000077
Neon.1a,EclipseLink,1308582,7.402885333542986
Neon.1a,GEF,85909,12.06846716647096
Neon.1a,GMF Runtime,129498,3.976878206479725
Neon.1a,JDT,1285323,20.34028216791304
Neon.1a,Mylyn,248484,4.838063853158995
Neon.1a,PDE,348523,9.939992404101783
Neon.1a,PTP,129393,4.874489392541837
Neon.1a,RAP,386328,3.0811941095341906
Neon.1a,Scout,195479,2.6273579491103884
Neon.1a,Subversive,67576,0.0103730968713401
Neon.1a,WebTools,271340,1.48694955471326
Neon.1a,Window Builder,479311,0.3482792313538161
Neon.1a,m2e,69822,7.595673671199011
Neon.2,BIRT,1208542,10.305098971049878
Neon.2,CDT,1115053,7.277393172594891
Neon.2,CVS,163117,5.749019378256542
Neon.2,DataTools,28318,7.279944289693593
Neon.2,EGit,103676,10.295376712328768
Neon.2,EMF,655022,14.261767596000077
Neon.2,EclipseLink,1300732,7.456177771907813
Neon.2,GEF,85909,12.06846716647096
Neon.2,GMF Runtime,129498,3.976878206479725
Neon.2,JDT,1299434,19.940028250285508
Neon.2,Mylyn,265067,4.744569682231934
Neon.2,PDE,350974,9.976795580110496
Neon.2,PTP,129393,4.874489392541837
Neon.2,RAP,386346,3.0833870860117
Neon.2,Scout,197790,2.7154468471193103
Neon.2,Subversive,67576,0.0174000334616028
Neon.2,WebTools,271340,1.48694955471326
Neon.2,Window Builder,473836,0.3339574843044388
Neon.2,m2e,69883,7.605214382799951
Neon.3,BIRT,1208782,10.306052614371962
Neon.3,CDT,1117148,7.272181260142524
Neon.3,CVS,163775,5.858965355805244
Neon.3,DataTools,28318,7.279944289693593
Neon.3,EGit,104405,10.544499456587369
Neon.3,EMF,655551,14.376915081992456
Neon.3,EclipseLink,1301262,7.483881392373339
Neon.3,GEF,85909,12.06846716647096
Neon.3,GMF Runtime,129499,3.976948485487385
Neon.3,JDT,1305381,19.89605783045977
Neon.3,Mylyn,275729,4.006218202374223
Neon.3,PDE,350974,9.976795580110496
Neon.3,PTP,129393,4.874489392541837
Neon.3,RAP,386346,3.0833870860117
Neon.3,Scout,203645,2.7456915598762706
Neon.3,Subversive,67579,0.0209135017567341
Neon.3,WebTools,271343,1.487843209762411
Neon.3,Window Builder,473931,0.3364722727022413
Neon.3,m2e,69887,7.609168417150624
Neon.3_respin,BIRT,1208803,10.306343515360222
Neon.3_respin,CDT,1117198,7.273003077954263
Neon.3_respin,CVS,163775,5.858965355805244
Neon.3_respin,DataTools,28318,7.279944289693593
Neon.3_respin,EGit,104116,10.48951048951049
Neon.3_respin,EMF,655573,14.377530987758872
Neon.3_respin,EclipseLink,1303185,7.557152738891268
Neon.3_respin,GEF,85909,12.06846716647096
Neon.3_respin,GMF Runtime,129499,3.976948485487385
Neon.3_respin,JDT,1312353,19.87456590780921
Neon.3_respin,Mylyn,276053,4.006776895805227
Neon.3_respin,PDE,347639,10.451594016218271
Neon.3_respin,PTP,129393,4.874489392541837
Neon.3_respin,RAP,386346,3.0833870860117
Neon.3_respin,Scout,204045,2.7568282909973165
Neon.3_respin,Subversive,67579,0.0209135017567341
Neon.3_respin,WebTools,271343,1.487843209762411
Neon.3_respin,Window Builder,473931,0.3364722727022413
Neon.3_respin,m2e,69887,7.609168417150624
Oxygen,BIRT,1208946,10.323021433786272
Oxygen,CDT,1118115,7.277696484609146
Oxygen,CVS,163844,5.883726373690679
Oxygen,DataTools,28318,7.279944289693593
Oxygen,EGit,106697,10.46919375660134
Oxygen,EMF,655601,14.376087123835912
Oxygen,EclipseLink,1304446,7.570730840370982
Oxygen,GEF,85909,12.06846716647096
Oxygen,GMF Runtime,129499,3.9772296015180255
Oxygen,JDT,1318216,19.856876993973767
Oxygen,Mylyn,281686,4.069768871403984
Oxygen,PDE,350890,10.430850136556453
Oxygen,PTP,129393,4.874489392541837
Oxygen,RAP,413479,2.9526113622376435
Oxygen,Scout,207347,2.7655571635311142
Oxygen,Subversive,67579,0.0209135017567341
Oxygen,WebTools,272688,1.501535532215466
Oxygen,Window Builder,473931,0.3364722727022413
Oxygen,m2e,69896,7.612504633634004
Oxygen.1,BIRT,1209425,10.332116589485151
Oxygen.1,CDT,1121367,7.284836875818257
Oxygen.1,CVS,163844,5.883726373690679
Oxygen.1,DataTools,28318,7.279944289693593
Oxygen.1,EGit,108815,10.425659334331453
Oxygen.1,EMF,657702,14.768227566072524
Oxygen.1,EclipseLink,1304596,7.58574324413263
Oxygen.1,GEF,85909,12.06846716647096
Oxygen.1,GMF Runtime,129499,3.9772296015180255
Oxygen.1,JDT,1330705,19.7631444016349
Oxygen.1,Mylyn,283262,4.071417652633832
Oxygen.1,PDE,351108,10.429720624963698
Oxygen.1,PTP,129392,4.87317169587561
Oxygen.1,RAP,413749,2.981997073729299
Oxygen.1,Scout,204755,3.010894516305338
Oxygen.1,Subversive,67581,0.0212481177848418
Oxygen.1,WebTools,272901,1.5014116491744922
Oxygen.1,Window Builder,473931,0.3364722727022413
Oxygen.1,m2e,69922,7.620583148010872
Oxygen.1a,BIRT,1209421,10.333271588123129
Oxygen.1a,CDT,1122169,7.279862702237673
Oxygen.1a,CVS,161758,6.341685919080623
Oxygen.1a,DataTools,28318,7.279944289693593
Oxygen.1a,EGit,108905,10.436118784530386
Oxygen.1a,EMF,664358,14.654372363470529
Oxygen.1a,EclipseLink,1305102,7.592348137375545
Oxygen.1a,GEF,85909,12.06846716647096
Oxygen.1a,GMF Runtime,129499,3.9772296015180255
Oxygen.1a,JDT,1335300,19.745440496843703
Oxygen.1a,Mylyn,283262,4.071417652633832
Oxygen.1a,PDE,351355,10.445433975400324
Oxygen.1a,PTP,129392,4.87317169587561
Oxygen.1a,RAP,413749,2.981997073729299
Oxygen.1a,Scout,206075,3.0093006488824803
Oxygen.1a,Subversive,67581,0.0212481177848418
Oxygen.1a,WebTools,272901,1.501595777327687
Oxygen.1a,Window Builder,473931,0.3364722727022413
Oxygen.1a,m2e,70110,7.62074913750616
Oxygen.1a_respin,BIRT,1209421,10.333271588123129
Oxygen.1a_respin,CDT,1125181,7.276554370105639
Oxygen.1a_respin,CVS,161758,6.341685919080623
Oxygen.1a_respin,DataTools,28318,7.279944289693593
Oxygen.1a_respin,EGit,108905,10.436118784530386
Oxygen.1a_respin,EMF,664358,14.654372363470529
Oxygen.1a_respin,EclipseLink,1305102,7.592348137375545
Oxygen.1a_respin,GEF,85909,12.06846716647096
Oxygen.1a_respin,GMF Runtime,129499,3.9772296015180255
Oxygen.1a_respin,JDT,1335526,19.74413621189813
Oxygen.1a_respin,Mylyn,283995,4.063103101884265
Oxygen.1a_respin,PDE,351467,10.444766683100838
Oxygen.1a_respin,PTP,129392,4.87317169587561
Oxygen.1a_respin,RAP,413749,2.981997073729299
Oxygen.1a_respin,Scout,206459,3.002912411908529
Oxygen.1a_respin,Subversive,67581,0.0212481177848418
Oxygen.1a_respin,WebTools,272901,1.501595777327687
Oxygen.1a_respin,Window Builder,473931,0.3364722727022413
Oxygen.1a_respin,m2e,70116,7.623875816188247
Oxygen.2,BIRT,1209470,10.33451371788446
Oxygen.2,CDT,1130635,7.266414185486404
Oxygen.2,CVS,161738,6.364632701421801
Oxygen.2,DataTools,28318,7.279944289693593
Oxygen.2,EGit,109050,10.456739055498105
Oxygen.2,EMF,664507,14.663981303794342
Oxygen.2,EclipseLink,1304094,7.607090657712819
Oxygen.2,GEF,85909,12.06846716647096
Oxygen.2,GMF Runtime,129499,3.9772296015180255
Oxygen.2,JDT,1344048,19.79205217214484
Oxygen.2,Mylyn,284346,4.060796836982968
Oxygen.2,PDE,351737,10.56344410876133
Oxygen.2,PTP,129392,4.87317169587561
Oxygen.2,RAP,413734,2.98151014609529
Oxygen.2,Scout,209550,3.029814893316377
Oxygen.2,Subversive,67581,0.0215827338129496
Oxygen.2,WebTools,273275,1.533664611514984
Oxygen.2,Window Builder,473943,0.3371881711547992
Oxygen.2,m2e,70124,7.6251077984477025
Oxygen.2_respin,BIRT,1209478,10.334488281633051
Oxygen.2_respin,CDT,1130852,7.264775929302358
Oxygen.2_respin,CVS,161710,6.38478866559962
Oxygen.2_respin,DataTools,28318,7.279944289693593
Oxygen.2_respin,EGit,109050,10.456739055498105
Oxygen.2_respin,EMF,664633,14.663810627505368
Oxygen.2_respin,EclipseLink,1303840,7.613727943112984
Oxygen.2_respin,GEF,85909,12.06846716647096
Oxygen.2_respin,GMF Runtime,129499,3.9772296015180255
Oxygen.2_respin,JDT,1353131,20.065914437570797
Oxygen.2_respin,Mylyn,284434,4.06003769455253
Oxygen.2_respin,PDE,351314,10.686129266521425
Oxygen.2_respin,PTP,129392,4.87317169587561
Oxygen.2_respin,RAP,413734,2.98151014609529
Oxygen.2_respin,Scout,211061,3.027150113855316
Oxygen.2_respin,Subversive,67581,0.0215827338129496
Oxygen.2_respin,WebTools,292796,1.8774498567335245
Oxygen.2_respin,Window Builder,472842,0.347329507834915
Oxygen.2_respin,m2e,70124,7.6251077984477025
Oxygen.3,BIRT,1209753,10.335461170600986
Oxygen.3,CDT,1135839,7.242688990889492
Oxygen.3,CVS,161686,6.408371376059762
Oxygen.3,DataTools,558324,0.0289094467176658
Oxygen.3,EGit,109333,10.466750745241916
Oxygen.3,EMF,671841,14.912600515997816
Oxygen.3,EclipseLink,1304662,7.6331576280444065
Oxygen.3,GEF,85909,12.06846716647096
Oxygen.3,GMF Runtime,129499,3.9772296015180255
Oxygen.3,JDT,1364966,20.03457477498269
Oxygen.3,Mylyn,284725,4.062889260215707
Oxygen.3,PDE,347075,11.242537855668903
Oxygen.3,PTP,129510,4.857321569660258
Oxygen.3,RAP,413734,2.98151014609529
Oxygen.3,Scout,217767,2.9733788857693737
Oxygen.3,Subversive,67581,0.0215827338129496
Oxygen.3,WebTools,292823,1.8794876937623564
Oxygen.3,Window Builder,474530,0.3465741734797808
Oxygen.3,m2e,70198,7.61483577315783
OxygenPreRienaRemoval_9-8-2016,BIRT,1208130,10.309010207642643
OxygenPreRienaRemoval_9-8-2016,CDT,1102295,7.286337561606205
OxygenPreRienaRemoval_9-8-2016,CVS,162775,5.591007552251039
OxygenPreRienaRemoval_9-8-2016,DataTools,28318,7.279944289693593
OxygenPreRienaRemoval_9-8-2016,EGit,102556,10.237583395107489
OxygenPreRienaRemoval_9-8-2016,EMF,655022,14.261767596000077
OxygenPreRienaRemoval_9-8-2016,EclipseLink,1308466,7.402020718259195
OxygenPreRienaRemoval_9-8-2016,GEF,85909,12.06846716647096
OxygenPreRienaRemoval_9-8-2016,GMF Runtime,129498,3.976878206479725
OxygenPreRienaRemoval_9-8-2016,JDT,1278975,20.39286711984356
OxygenPreRienaRemoval_9-8-2016,Mylyn,245587,4.849790630256612
OxygenPreRienaRemoval_9-8-2016,PDE,349559,9.91302827164092
OxygenPreRienaRemoval_9-8-2016,PTP,129393,4.874489392541837
OxygenPreRienaRemoval_9-8-2016,RAP,386292,3.081651723140588
OxygenPreRienaRemoval_9-8-2016,Scout,193962,2.5636377631528307
OxygenPreRienaRemoval_9-8-2016,Subversive,69626,0.0098631880369074
OxygenPreRienaRemoval_9-8-2016,WebTools,271340,1.48694955471326
OxygenPreRienaRemoval_9-8-2016,Window Builder,479311,0.3482792313538161
OxygenPreRienaRemoval_9-8-2016,m2e,69781,7.596760232471868
Photon.0,BIRT,1210260,10.329240148051383
Photon.0,CDT,1139016,7.240398453349054
Photon.0,CVS,161250,6.54032353990722
Photon.0,DataTools,558713,0.027537288225987
Photon.0,EGit,110596,10.569395422976203
Photon.0,EMF,672659,14.913173540036125
Photon.0,EclipseLink,1316419,8.004685364315003
Photon.0,GEF,85909,12.06846716647096
Photon.0,GMF Runtime,129453,3.987983134223472
Photon.0,JDT,1367566,20.299183978392666
Photon.0,Mylyn,287254,4.078669690098262
Photon.0,PDE,348058,11.360435729847495
Photon.0,PTP,129439,4.859873451094121
Photon.0,RAP,413980,2.986351305527297
Photon.0,Scout,228081,3.1857436160657
Photon.0,Subversive,67581,0.0222519658691651
Photon.0,WebTools,292540,1.872954929658176
Photon.0,Window Builder,474559,0.3473808802884747
Photon.0,m2e,71540,7.728782735208536
PhotonM7,BIRT,1210160,10.330070767555798
PhotonM7,CDT,1137984,7.243970830801285
PhotonM7,CVS,161258,6.539609848935411
PhotonM7,DataTools,558713,0.027537288225987
PhotonM7,EGit,110319,10.524472333143184
PhotonM7,EMF,672627,14.9124160379311
PhotonM7,EclipseLink,1315922,8.006179332106232
PhotonM7,GEF,85909,12.06846716647096
PhotonM7,GMF Runtime,129453,3.98756148981026
PhotonM7,JDT,1366499,20.30213469417092
PhotonM7,Mylyn,284668,4.06402893001489
PhotonM7,PDE,347934,11.361935202673251
PhotonM7,PTP,129439,4.859873451094121
PhotonM7,RAP,413978,2.985927433028145
PhotonM7,Scout,224785,3.0636782435390595
PhotonM7,Subversive,67581,0.0215827338129496
PhotonM7,WebTools,292539,1.8728689722357523
PhotonM7,Window Builder,474559,0.3473808802884747
PhotonM7,m2e,70250,7.612962735210921
PhotonRC4,BIRT,1210260,10.329240148051383
PhotonRC4,CDT,1138662,7.243025434609112
PhotonRC4,CVS,161250,6.54032353990722
PhotonRC4,DataTools,558713,0.027537288225987
PhotonRC4,EGit,110480,10.539049139208757
PhotonRC4,EMF,672659,14.913173540036125
PhotonRC4,EclipseLink,1316419,8.004685364315003
PhotonRC4,GEF,85909,12.06846716647096
PhotonRC4,GMF Runtime,129453,3.987983134223472
PhotonRC4,JDT,1367521,20.298810447375228
PhotonRC4,Mylyn,284668,4.06402893001489
PhotonRC4,PDE,348058,11.3599128540305
PhotonRC4,PTP,129439,4.859873451094121
PhotonRC4,RAP,413980,2.986351305527297
PhotonRC4,Scout,227784,3.185942717698433
PhotonRC4,Subversive,67581,0.0222519658691651
PhotonRC4,WebTools,292540,1.872954929658176
PhotonRC4,Window Builder,474559,0.3473808802884747
PhotonRC4,m2e,71540,7.728782735208536
S201504150911,BIRT,1202427,10.07363688079818
S201504150911,CDT,1112877,7.076901981599434
S201504150911,CVS,159797,4.980217199882595
S201504150911,DataTools,28318,7.279944289693593
S201504150911,EGit,88442,9.442497880757276
S201504150911,EMF,654077,14.082557310042995
S201504150911,EclipseLink,1271758,7.476402013838408
S201504150911,GEF,87514,12.25327861539834
S201504150911,GMF Runtime,129498,3.9878417316747488
S201504150911,JDT,1246081,20.544894450281785
S201504150911,Mylyn,113285,2.70562201784109
S201504150911,PDE,337028,9.07279049892435
S201504150911,PTP,129215,4.854071876030333
S201504150911,RAP,385144,2.9051861493233995
S201504150911,Scout,209832,0.2925683423963304
S201504150911,Subversive,59591,4.032648569332356
S201504150911,WebTools,270879,1.485290489700259
S201504150911,Window Builder,488040,0.3493661446681581
S201504150911,m2e,67383,7.633039253292418
z20140805-2300,BIRT,1198299,9.918205891724996
z20140805-2300,CDT,1086937,7.111982642009605
z20140805-2300,CVS,160178,4.970195573252138
z20140805-2300,DataTools,28318,7.279944289693593
z20140805-2300,EGit,82733,8.405504857226965
z20140805-2300,EMF,651585,13.730940058705391
z20140805-2300,EclipseLink,1253505,2.87760758771055
z20140805-2300,GEF,87332,12.238992587300167
z20140805-2300,GMF Runtime,128276,4.011492622020431
z20140805-2300,JDT,1225589,20.94604171048587
z20140805-2300,Mylyn,105309,2.7093618302227576
z20140805-2300,PDE,328917,9.146085430784124
z20140805-2300,PTP,187441,4.376299076212471
z20140805-2300,RAP,368804,3.0224742948778416
z20140805-2300,Scout,239066,3.0230016863406406
z20140805-2300,Subversive,59464,4.0056974820805
z20140805-2300,WebTools,270253,1.4722531207514522
z20140805-2300,Window Builder,487999,0.2884502690320175
z20140805-2300,m2e,66434,7.602690118986032
z20140806,BIRT,1198299,9.918205891724996
z20140806,CDT,1086937,7.111982642009605
z20140806,CVS,160178,4.970195573252138
z20140806,DataTools,28318,7.279944289693593
z20140806,EGit,82733,8.405504857226965
z20140806,EMF,651585,13.730940058705391
z20140806,EclipseLink,1253505,2.87760758771055
z20140806,GEF,87332,12.238992587300167
z20140806,GMF Runtime,128276,4.011492622020431
z20140806,JDT,1225589,20.94604171048587
z20140806,Mylyn,105309,2.7093618302227576
z20140806,PDE,328917,9.146085430784124
z20140806,PTP,187441,4.376299076212471
z20140806,RAP,368804,3.0224742948778416
z20140806,Scout,239066,3.0230016863406406
z20140806,Subversive,59464,4.0056974820805
z20140806,WebTools,270253,1.4722531207514522
z20140806,Window Builder,487999,0.2884502690320175
z20140806,m2e,66434,7.602690118986032
