release,feature,Total LOC,Normalized LOC
Oxygen.2_respin,WebTools,292796,90.40669037455199
Oxygen.2_respin,Window Builder,472842,78.43582394506086
Oxygen.3,BIRT,1209753,99.4449944499445
Oxygen.3,CDT,1135839,90.89119064089029
Oxygen.3,CVS,161686,97.75435237312298
Oxygen.3,DataTools,558324,99.20116555914858
Oxygen.3,EclipseLink,1304662,17.619610027544056
Oxygen.3,EGit,109333,65.24363671578676
Oxygen.3,EMF,671841,85.37663066348716
Oxygen.3,GEF,85909,82.6849948928734
Oxygen.3,GMF Runtime,129499,86.28649015614393
Oxygen.3,JDT,1364966,59.92275638178456
Oxygen.3,m2e,70198,90.63474579645137
Oxygen.3,Mylyn,284725,89.89874239454188
Oxygen.3,PDE,347075,91.46622673978871
Oxygen.3,PTP,129510,5.570291777188329
Oxygen.3,RAP,413734,66.08945000607952
Oxygen.3,Scout,217767,25.386039604890932
Oxygen.3,Subversive,67581,58.88223552894212
Oxygen.3,WebTools,292823,90.41612229356323
Oxygen.3,Window Builder,474530,80.830897585062
PhotonM7,BIRT,1210160,99.5806624732914
PhotonM7,CDT,1137984,91.54197157801482
PhotonM7,CVS,161258,97.30896906250976
PhotonM7,DataTools,558713,99.27028179524538
PhotonM7,EclipseLink,1315922,18.40558587309631
PhotonM7,EGit,110319,66.83506302758366
PhotonM7,EMF,672627,85.98915228877355
PhotonM7,GEF,85909,82.6849948928734
PhotonM7,GMF Runtime,129453,83.16361167684997
PhotonM7,JDT,1366499,60.232255772072776
PhotonM7,m2e,70250,90.70375432962192
PhotonM7,Mylyn,284668,89.8806038542807
PhotonM7,PDE,347934,91.69260285091592
PhotonM7,PTP,129439,5.485839350073152
PhotonM7,RAP,413978,66.33668382442346
PhotonM7,Scout,224785,31.98184227591846
PhotonM7,Subversive,67581,58.88223552894212
PhotonM7,WebTools,292539,90.31691247877818
PhotonM7,Window Builder,474559,80.87204517721842
PhotonRC4,BIRT,1210260,99.6139961399614
PhotonRC4,CDT,1138662,91.74767296513392
PhotonRC4,CVS,161250,97.30064414081605
PhotonRC4,DataTools,558713,99.27028179524538
PhotonRC4,EclipseLink,1316419,18.44027770215843
PhotonRC4,EGit,110480,67.0949206707878
PhotonRC4,EMF,672659,86.01408955596078
PhotonRC4,GEF,85909,82.6849948928734
PhotonRC4,GMF Runtime,129453,83.16361167684997
PhotonRC4,JDT,1367521,60.438588698931596
PhotonRC4,m2e,71540,92.41569678712195
PhotonRC4,Mylyn,284668,89.8806038542807
PhotonRC4,PDE,348058,91.7252811253976
PhotonRC4,PTP,129439,5.485839350073152
PhotonRC4,RAP,413980,66.3387103311312
PhotonRC4,Scout,227784,34.80042480803752
PhotonRC4,Subversive,67581,58.88223552894212
PhotonRC4,WebTools,292540,90.31726180911194
PhotonRC4,Window Builder,474559,80.87204517721842
Photon.0,BIRT,1210260,99.6139961399614
Photon.0,CDT,1139016,91.85507457433769
Photon.0,CVS,161250,97.30064414081605
Photon.0,DataTools,558713,99.27028179524538
Photon.0,EclipseLink,1316419,18.44027770215843
Photon.0,EGit,110596,67.28214729570509
Photon.0,EMF,672659,86.01408955596078
Photon.0,GEF,85909,82.6849948928734
Photon.0,GMF Runtime,129453,83.16361167684997
Photon.0,JDT,1367566,60.44767380823555
Photon.0,m2e,71540,92.41569678712195
Photon.0,Mylyn,287254,90.7035207861307
Photon.0,PDE,348058,91.7252811253976
Photon.0,PTP,129439,5.485839350073152
Photon.0,RAP,413980,66.3387103311312
Photon.0,Scout,228081,35.07955752295561
Photon.0,Subversive,67581,58.88223552894212
Photon.0,WebTools,292540,90.31726180911194
Photon.0,Window Builder,474559,80.87204517721842
2018-09,BIRT,1210390,99.6573299066324
2018-09,CDT,1140563,92.32442567444569
2018-09,CVS,161243,97.29335983433405
2018-09,DataTools,558719,99.27134785544224
2018-09,EclipseLink,1079198,1.8816652636369602
2018-09,EGit,111572,68.857433381216
2018-09,EMF,673811,86.91183117470113
2018-09,GEF,85909,82.6849948928734
2018-09,GMF Runtime,129453,83.16361167684997
2018-09,JDT,1370662,61.07272932834796
2018-09,m2e,71597,92.49134075617428
2018-09,Mylyn,287362,90.7378885466256
2018-09,PDE,346997,91.44567105100182
2018-09,PTP,129439,5.485839350073152
2018-09,RAP,414240,66.60215620313703
2018-09,Scout,230464,37.31919812783715
2018-09,Subversive,67583,58.8939767523776
