release,feature,Total LOC,Normalized LOC
2018-09,WebTools,292545,90.31900846078068
2018-09,Window Builder,474559,80.87204517721842
2018-12,BIRT,1210842,99.80799807998079
2018-12,CDT,1158382,97.73061006541182
2018-12,CVS,159608,95.59195396318303
2018-12,DataTools,560147,99.52507018229629
2018-12,EclipseLink,1080365,1.9631247495836284
2018-12,EGit,112737,70.73776974353181
2018-12,EMF,672864,86.17384392387899
2018-12,GEF,85909,82.6849948928734
2018-12,GMF Runtime,129453,83.16361167684997
2018-12,JDT,1384078,63.78130324883509
2018-12,m2e,71630,92.53513463299404
2018-12,Mylyn,289060,91.27822611440646
2018-12,PDE,347802,91.65781630066121
2018-12,PTP,129439,5.485839350073152
2018-12,RAP,414341,66.70449479187776
2018-12,Scout,233879,40.528754428999726
2018-12,Subversive,67583,58.8939767523776
2018-12,WebTools,292545,90.31900846078068
2018-12,Window Builder,474563,80.87772070717104
2019-03,BIRT,1210958,99.846665133318
2019-03,CDT,1158943,97.90081431050595
2019-03,CVS,159801,95.79279269904367
2019-03,DataTools,560154,99.52631391919263
2019-03,EclipseLink,1081450,2.0388604327474114
2019-03,EGit,113211,71.5028164694869
2019-03,EMF,673983,87.04586898583251
2019-03,GEF,85909,82.6849948928734
2019-03,GMF Runtime,129453,83.16361167684997
2019-03,JDT,1396150,66.21853523811062
2019-03,m2e,71716,92.64926413016072
2019-03,Mylyn,289376,91.37878363585449
2019-03,PDE,346593,91.3392031244647
2019-03,PTP,129439,5.485839350073152
2019-03,RAP,414399,66.76326348640214
2019-03,Scout,239665,45.9666732455522
2019-03,Subversive,74572,99.92368204766937
2019-03,WebTools,292545,90.31900846078068
2019-03,Window Builder,475237,81.8340475041857
2019-06,BIRT,1210982,99.85466521331881
2019-06,CDT,1163115,99.16657564835378
2019-06,CVS,160795,96.82716421948656
2019-06,DataTools,560151,99.52578088909421
2019-06,EclipseLink,1083215,2.1620617975253626
2019-06,EGit,112735,70.73454169827461
2019-06,EMF,674327,87.31394460809526
2019-06,GEF,85909,82.6849948928734
2019-06,GMF Runtime,129467,84.11405295315683
2019-06,JDT,1403483,67.69900427202029
2019-06,m2e,72043,93.08322163682932
2019-06,Mylyn,289393,91.38419337593238
2019-06,PDE,347569,91.59641276877221
2019-06,PTP,129469,5.521523474206325
2019-06,RAP,414406,66.77035625987922
2019-06,Scout,243792,49.845396189885435
2019-06,Subversive,74572,99.92368204766937
2019-06,WebTools,311709,97.01357497676953
2019-06,Window Builder,475229,81.82269644428048
2019-09,BIRT,1211055,99.8789987899879
2019-09,CDT,1162832,99.08071503986602
2019-09,CVS,159953,95.95096621122407
2019-09,DataTools,560151,99.52578088909421
2019-09,EclipseLink,1082409,2.105801004317981
2019-09,EGit,113901,72.61649208321901
2019-09,EMF,684029,94.8746123034242
2019-09,GEF,85909,82.6849948928734
2019-09,GMF Runtime,129467,84.11405295315683
2019-09,JDT,1408346,68.6808017508015
2019-09,m2e,70619,91.1934494976975
2019-09,Mylyn,289389,91.38292049591405
2019-09,PDE,348489,91.83886448266865
2019-09,PTP,125066,0.2842835222609461
2019-09,RAP,414510,66.87573460868155
2019-09,Scout,246862,52.730707418163355
2019-09,Subversive,74572,99.92368204766937
2019-09,WebTools,311709,97.01357497676953
2019-09,Window Builder,475229,81.82269644428048
2019-12,BIRT,1211082,99.8879988799888
2019-12,CDT,1165862,100.0
2019-12,CVS,160043,96.04462158027826
2019-12,DataTools,560151,99.52578088909421
2019-12,EclipseLink,1091604,2.7476347432036823
2019-12,EGit,118241,79.62135029133108
2019-12,EMF,684047,94.88863951621703
2019-12,GEF,85909,82.6849948928734
2019-12,GMF Runtime,129462,83.77460964019009
2019-12,JDT,1421892,71.41562154261119
2019-12,m2e,70323,90.80063169349594
2019-12,Mylyn,289496,91.41697003640436
2019-12,PDE,348956,91.96193508091825
2019-12,PTP,125066,0.2842835222609461
2019-12,RAP,414790,67.15944554776476
2019-12,Scout,250685,56.32371876204171
2019-12,Subversive,74572,99.92368204766937
2019-12,WebTools,311709,97.01357497676953
2019-12,Window Builder,475232,81.82695309174494
2020-03,BIRT,1211158,99.913332466658
2020-03,CDT,973673,41.69093821676921
2020-03,CVS,160189,96.19655140118837
2020-03,DataTools,560151,99.52578088909421
2020-03,EclipseLink,1092660,2.821346154651567
2020-03,EGit,119083,80.98035734460997
2020-03,EMF,684292,95.07956546811927
2020-03,GEF,85909,82.6849948928734
2020-03,GMF Runtime,129683,98.77800407331976
2020-03,JDT,1432221,73.5009569648467
2020-03,m2e,69594,89.83318514193198
2020-03,Mylyn,289738,91.4939792775133
2020-03,PDE,350370,92.33457282379823
2020-03,PTP,124827,0.0
2020-03,RAP,414823,67.19288290844243
2020-03,Scout,252366,57.90359113166229
2020-03,Subversive,74585,100.0
2020-03,WebTools,311709,97.01357497676953
2020-03,Window Builder,475242,81.84114191662647
2020-06,BIRT,1211314,99.9653329866632
2020-06,CDT,929289,28.225082219875976
2020-06,CVS,159897,95.89269175936815
2020-06,DataTools,560151,99.52578088909421
2020-06,EclipseLink,1052241,0.0
2020-06,EGit,120328,82.98981551721354
2020-06,EMF,684437,95.1925624600614
2020-06,GEF,85909,82.6849948928734
2020-06,GMF Runtime,129682,98.7101154107264
2020-06,JDT,1445868,76.2561677797608
2020-06,m2e,69831,90.14770480272848
2020-06,Mylyn,289749,91.4974796975637
2020-06,PDE,348951,91.96061740856013
2020-06,PTP,124827,0.0
2020-06,RAP,415867,68.25071940988124
2020-06,Scout,253282,58.76448529619083
2020-06,Subversive,74585,100.0
2020-06,WebTools,311709,97.01357497676953
2020-06,Window Builder,475242,81.84114191662647
2020-09,BIRT,1211314,99.9653329866632
2020-09,CDT,929436,28.269681193189406
2020-09,CVS,160027,96.02797173689085
2020-09,DataTools,560165,99.52826836288689
2020-09,EclipseLink,1052389,0.01033076599837779
2020-09,EGit,120491,83.2529012056749
2020-09,EMF,685018,95.64532971742959
2020-09,GEF,85909,82.6849948928734
2020-09,GMF Runtime,129682,98.7101154107264
2020-09,JDT,1469241,80.97497355223736
2020-09,m2e,69874,90.20476955131183
2020-09,Mylyn,289749,91.4974796975637
2020-09,PDE,348737,91.90422103163203
2020-09,PTP,124827,0.0
2020-09,RAP,417039,69.43825234061525
2020-09,Scout,255736,61.070854597231225
2020-09,Subversive,74585,100.0
2020-09,WebTools,311732,97.02160957444579
2020-09,Window Builder,475242,81.84114191662647
2020-12,BIRT,1211314,99.9653329866632
2020-12,CDT,930468,28.58278418951226
2020-12,CVS,160020,96.02068743040886
2020-12,DataTools,560165,99.52826836288689
2020-12,EclipseLink,1055061,0.1968429737528741
2020-12,EGit,120663,83.53051309779363
2020-12,EMF,685088,95.69987998940167
2020-12,GEF,85909,82.6849948928734
2020-12,GMF Runtime,129682,98.7101154107264
2020-12,JDT,1472714,81.67614209918517
2020-12,m2e,71179,91.93661831645721
2020-12,Mylyn,289868,91.53534787810901
2020-12,PDE,350672,92.41416023422944
2020-12,PTP,124827,0.0
2020-12,RAP,417102,69.50208730190897
2020-12,Scout,254274,59.69680736083307
2020-12,Subversive,74497,99.48338616883879
2020-12,WebTools,311732,97.02160957444579
2020-12,Window Builder,475249,81.85107409404353
2021-03,BIRT,1211418,100.0
2021-03,CDT,932150,29.09309353041832
2021-03,CVS,160023,96.02380927604399
2021-03,DataTools,560165,99.52826836288689
2021-03,EclipseLink,1055209,0.20717373975125192
2021-03,EGit,122443,86.40347337669674
2021-03,EMF,685099,95.70845217499728
2021-03,GEF,85909,82.6849948928734
2021-03,GMF Runtime,129693,99.45689069925322
2021-03,JDT,1473910,81.91760411535263
2021-03,m2e,71220,91.99102889068783
2021-03,Mylyn,289868,91.53534787810901
2021-03,PDE,350992,92.49849126514994
2021-03,PTP,124827,0.0
2021-03,RAP,417296,69.69865845255948
2021-03,Scout,255251,60.61503181361078
2021-03,Subversive,74497,99.48338616883879
2021-03,WebTools,311715,97.01567095877203
2021-03,Window Builder,475546,82.27248219302477
2021-06,BIRT,911423,0.0006666733334000006
2021-06,CDT,933900,29.624033688911545
2021-06,CVS,160028,96.02901235210255
2021-06,DataTools,560165,99.52826836288689
2021-06,EclipseLink,1057705,0.3814007122644341
2021-06,EGit,124511,89.74127217263586
2021-06,EMF,685336,95.89314381010271
2021-06,GEF,85909,82.6849948928734
2021-06,GMF Runtime,129701,100.0
2021-06,JDT,1490200,85.20641368338596
2021-06,m2e,71589,92.48072405876341
2021-06,Mylyn,289866,91.53471143809985
2021-06,PDE,351916,92.74199711693288
2021-06,PTP,124827,0.0
2021-06,RAP,417405,69.80910306813115
2021-06,Scout,259921,65.00408830744072
2021-06,Subversive,74505,99.53035106258072
2021-06,WebTools,311745,97.02615086878454
2021-06,Window Builder,475546,82.27248219302477
2021-09,BIRT,911468,0.015666823334900017
2021-09,CDT,934530,29.815172145969104
2021-09,CVS,160029,96.03005296731428
2021-09,DataTools,560173,99.52968977648271
2021-09,EclipseLink,1135978,5.845049678420007
2021-09,EGit,126018,92.17360427393191
2021-09,EMF,685134,95.73572731098331
2021-09,GEF,85909,82.6849948928734
2021-09,GMF Runtime,129642,95.99456890699253
2021-09,JDT,1491075,85.3830685865185
2021-09,m2e,73442,94.93981659655223
2021-09,Mylyn,289869,91.5356660981136
2021-09,PDE,351955,92.75227496132632
2021-09,PTP,124832,0.005947354022195525
2021-09,RAP,417418,69.82227536173144
2021-09,Scout,260023,65.09995206811966
2021-09,Subversive,74505,99.53035106258072
2021-09,WebTools,311745,97.02615086878454
2021-09,Window Builder,475546,82.27248219302477
2021-12,BIRT,911421,0.0
2021-12,CDT,938789,31.107328794553464
2021-12,CVS,160029,96.03005296731428
2021-12,DataTools,560173,99.52968977648271
2021-12,EclipseLink,2353494,90.83067734923713
2021-12,EGit,126436,92.84826573268558
2021-12,EMF,685142,95.74196162778011
2021-12,GEF,85909,82.6849948928734
2021-12,GMF Runtime,129661,97.28445349626612
2021-12,JDT,1492503,85.67136938843082
2021-12,m2e,73553,95.08712327312782
2021-12,Mylyn,289909,91.54839489829689
2021-12,PDE,355424,93.66647604339886
2021-12,PTP,124832,0.005947354022195525
2021-12,RAP,417770,70.1789405422932
2021-12,Scout,263768,68.61965583030235
2021-12,Subversive,74505,99.53035106258072
2021-12,WebTools,311918,97.08658501652333
2021-12,Window Builder,475209,81.79431879451744
2022-03,BIRT,961260,16.613166131661316
2022-03,CDT,954279,35.80690768315918
2022-03,CVS,160038,96.0394185042197
2022-03,DataTools,560173,99.52968977648271
2022-03,EclipseLink,2375203,92.34601923476944
2022-03,EGit,127997,95.36775505592588
2022-03,EMF,685371,95.92041894608874
2022-03,GEF,85909,82.6849948928734
2022-03,GMF Runtime,129665,97.5560081466395
2022-03,JDT,1495206,86.21708162062198
2022-03,m2e,71591,92.48337823311613
2022-03,Mylyn,291344,92.00504060487259
2022-03,PDE,357699,94.26601696634928
2022-03,PTP,124832,0.005947354022195525
2022-03,RAP,417773,70.1819803023548
2022-03,Scout,265610,70.3508425672691
2022-03,Subversive,74505,99.53035106258072
2022-03,WebTools,311926,97.08937965919333
2022-03,Window Builder,475271,81.88228950878288
2022-06,BIRT,961283,16.62083287499542
2022-06,CDT,954860,35.98317981577894
2022-06,CVS,160038,96.0394185042197
2022-06,DataTools,560173,99.52968977648271
2022-06,EclipseLink,2416329,95.21671573780516
2022-06,EGit,129719,98.14710202237036
2022-06,EMF,685435,95.97029348046321
2022-06,GEF,85909,82.6849948928734
2022-06,GMF Runtime,129610,93.82213170400543
2022-06,JDT,1499409,87.0656308296118
2022-06,m2e,71087,91.8145262962324
2022-06,Mylyn,291344,92.00504060487259
2022-06,PDE,359121,94.64076298500225
2022-06,PTP,124832,0.005947354022195525
2022-06,RAP,417810,70.21947067644794
2022-06,Scout,266246,70.94858131032603
2022-06,Subversive,74505,99.53035106258072
2022-06,WebTools,312127,97.15959505627711
2022-06,Window Builder,477469,85.00099321774171
2022-09,BIRT,961249,16.609499428327616
2022-09,CDT,955094,36.054174099828884
2022-09,CVS,160038,96.0394185042197
2022-09,DataTools,560173,99.52968977648271
2022-09,EclipseLink,2416421,95.22313756531766
2022-09,EGit,129214,97.33202059492874
2022-09,EMF,685735,96.20408036034351
2022-09,GEF,82729,78.77158222473818
2022-09,GMF Runtime,129601,93.2111337406653
2022-09,JDT,1501304,87.44821487696743
2022-09,m2e,71827,92.79657080673628
2022-09,Mylyn,291365,92.0117232249688
2022-09,PDE,358915,94.58647488384719
2022-09,PTP,124832,0.005947354022195525
2022-09,RAP,417991,70.40286953349816
2022-09,Scout,269491,73.99836467702372
2022-09,Subversive,74505,99.53035106258072
2022-09,WebTools,312127,97.15959505627711
2022-09,Window Builder,478010,85.76860864383212
2022-12,BIRT,961308,16.629166291662916
2022-12,CDT,937042,30.577298819189085
2022-12,CVS,160038,96.0394185042197
2022-12,DataTools,560173,99.52968977648271
2022-12,EclipseLink,2443322,97.10089389046875
2022-12,EGit,129825,98.31818842100166
2022-12,EMF,685876,96.31396019388725
2022-12,GEF,82918,79.00417184558019
2022-12,GMF Runtime,129601,93.2111337406653
2022-12,JDT,1506921,88.58223840941945
2022-12,m2e,72660,93.90203442464136
2022-12,Mylyn,316468,100.0
2022-12,PDE,358915,94.58647488384719
2022-12,PTP,124832,0.005947354022195525
2022-12,RAP,420346,72.78908118185872
2022-12,Scout,270530,74.97485925884155
2022-12,Subversive,74505,99.53035106258072
2022-12,WebTools,312127,97.15959505627711
2022-12,Window Builder,478019,85.78137858622549
2023-03,BIRT,961667,16.748834155008215
2023-03,CDT,938750,31.09549641387847
2023-03,CVS,160038,96.0394185042197
2023-03,DataTools,560173,99.52968977648271
2023-03,EclipseLink,2441332,96.96198696927435
2023-03,EGit,129887,98.4182578239747
2023-03,EMF,686371,96.69970854568975
2023-03,GEF,83056,79.17399918778227
2023-03,GMF Runtime,129593,92.66802443991853
2023-03,JDT,1512906,89.79055794684605
2023-03,m2e,73707,95.29149469828673
2023-03,Mylyn,305230,96.42384358850335
2023-03,PDE,359062,94.62521445117629
2023-03,PTP,124832,0.005947354022195525
2023-03,RAP,420396,72.83974384955214
2023-03,Scout,277248,81.28870969257808
2023-03,Subversive,74505,99.53035106258072
2023-03,WebTools,312193,97.18265085830463
2023-03,Window Builder,478027,85.79272964613071
2023-06,BIRT,962852,17.143838105047717
2023-06,CDT,939844,31.42740986153081
2023-06,CVS,67747,0.0
2023-06,DataTools,559067,99.33317934686046
2023-06,EclipseLink,2441387,96.96582610528725
2023-06,EGit,129932,98.49088884226157
2023-06,EMF,686295,96.64048253612007
2023-06,GEF,84990,81.5540432444406
2023-06,GMF Runtime,129495,86.01493550577054
2023-06,JDT,1516760,90.56864708590072
2023-06,m2e,74588,96.4606585006569
2023-06,Mylyn,306927,96.96386293627963
2023-06,PDE,358449,94.4636678200692
2023-06,PTP,124832,0.005947354022195525
2023-06,RAP,420430,72.87419446358368
2023-06,Scout,279633,83.53022997904155
2023-06,Subversive,74510,99.55970412116942
2023-06,WebTools,312621,97.33216424114973
2023-06,Window Builder,474344,80.56698544226568
2023-09,BIRT,963126,17.23517235172352
2023-09,CDT,940378,31.58942245846531
2023-09,CVS,67747,0.0
2023-09,DataTools,559067,99.33317934686046
2023-09,EclipseLink,2468836,98.88183418562153
2023-09,EGit,130098,98.75881659860872
2023-09,EMF,686311,96.65295116971369
2023-09,GEF,88847,86.3005943956977
2023-09,GMF Runtime,129515,87.37270875763747
2023-09,JDT,1520382,91.29989743921053
2023-09,m2e,75161,97.22107945270925
2023-09,Mylyn,303233,95.78835823935236
2023-09,PDE,358701,94.5300785069191
2023-09,PTP,124832,0.005947354022195525
2023-09,RAP,420428,72.87216795687593
2023-09,Scout,280921,84.74074491781091
2023-09,Subversive,74510,99.55970412116942
2023-09,WebTools,320192,99.97694419797249
2023-09,Window Builder,480225,88.91143335508953
2023-12,BIRT,963458,17.34584012506792
2023-12,CDT,940421,31.60246841664543
2023-12,CVS,67747,0.0
2023-12,DataTools,562792,99.99502505241462
2023-12,EclipseLink,2475519,99.34832411242665
2023-12,EGit,130203,98.92828897461142
2023-12,EMF,686322,96.6615233553093
2023-12,GEF,89101,86.61317515598273
2023-12,GMF Runtime,129542,89.20570264765783
2023-12,JDT,1522122,91.65118833229697
2023-12,m2e,75185,97.25292954494181
2023-12,Mylyn,294149,92.89764771772613
2023-12,PDE,360414,94.98151305681539
2023-12,PTP,124832,0.005947354022195525
2023-12,RAP,420427,72.87115470352207
2023-12,Scout,282489,86.2144152780519
2023-12,Subversive,74524,99.6418926852178
2023-12,WebTools,320192,99.97694419797249
2023-12,Window Builder,480366,89.11149578591902
2024-03,BIRT,963512,17.363840305069715
2024-03,CDT,940997,31.77722357738377
2024-03,CVS,67747,0.0
2024-03,DataTools,562782,99.99324828541984
2024-03,EclipseLink,2475461,99.34427556899486
2024-03,EGit,130409,99.26077763610246
2024-03,EMF,686406,96.72698368167578
2024-03,GEF,90552,88.39882351493374
2024-03,GMF Runtime,129542,89.20570264765783
2024-03,JDT,1532903,93.82777863020779
2024-03,m2e,75532,97.71342879513756
2024-03,Mylyn,290378,91.69764008044602
2024-03,PDE,365374,96.28864403608314
2024-03,PTP,124832,0.005947354022195525
2024-03,RAP,420479,72.92384387792323
2024-03,Scout,284955,88.53206266858395
2024-03,Subversive,74524,99.6418926852178
2024-03,WebTools,320202,99.98043750130999
2024-03,Window Builder,424514,9.864071057635007
2024-06,BIRT,964046,17.541842085087517
2024-06,CDT,941855,32.03753595223359
2024-06,CVS,67747,0.0
2024-06,DataTools,562782,99.99324828541984
2024-06,EclipseLink,2477236,99.46817495850243
2024-06,EGit,130525,99.44800426101975
2024-06,EMF,689918,99.4638487554745
2024-06,GEF,91720,89.836202759079
2024-06,GMF Runtime,129568,90.97080787508486
2024-06,JDT,1544693,96.20807726784517
2024-06,m2e,75558,97.74793306172282
2024-06,Mylyn,290283,91.6674091800107
2024-06,PDE,369478,97.37018950763854
2024-06,PTP,124832,0.005947354022195525
2024-06,RAP,420479,72.92384387792323
2024-06,Scout,287276,90.71343314442534
2024-06,Subversive,74524,99.6418926852178
2024-06,WebTools,320203,99.98078683164374
2024-06,Window Builder,424328,9.600158914838673
2024-09,BIRT,961212,16.597165971659717
2024-09,CDT,942056,32.09851822186624
2024-09,CVS,67747,0.0
2024-09,DataTools,562782,99.99324828541984
2024-09,EclipseLink,2478251,99.53902446855886
2024-09,EGit,130544,99.47867069096309
2024-09,EMF,689901,99.45060083228128
2024-09,GEF,91914,90.07494554449353
2024-09,GMF Runtime,129568,90.97080787508486
2024-09,JDT,1558094,98.9136228185643
2024-09,m2e,75870,98.1619842607461
2024-09,Mylyn,290377,91.69732186044143
2024-09,PDE,368888,97.21470416937888
2024-09,PTP,124832,0.005947354022195525
2024-09,RAP,444245,97.00482308596442
2024-09,Scout,287321,90.75572598001898
2024-09,Subversive,74524,99.6418926852178
2024-09,WebTools,320240,99.9937120539925
2024-09,Window Builder,420601,4.3119838814949345
2024-12,BIRT,962197,16.92550258835922
2024-12,CDT,942254,32.158590308370044
2024-12,CVS,67747,0.0
2024-12,DataTools,562820,100.0
2024-12,EclipseLink,2478469,99.55424140766459
2024-12,EGit,130562,99.50772309827784
2024-12,EMF,689985,99.51606115864777
2024-12,GEF,96629,95.87737973639842
2024-12,GMF Runtime,129568,90.97080787508486
2024-12,JDT,1563475,100.0
2024-12,m2e,76150,98.53356867012593
2024-12,Mylyn,290377,91.69732186044143
2024-12,PDE,368742,97.1762281365214
2024-12,PTP,124832,0.005947354022195525
2024-12,RAP,444655,97.42025696105054
2024-12,Scout,290627,93.86283963496584
2024-12,Subversive,74551,99.8003992015968
2024-12,WebTools,320240,99.9937120539925
2024-12,Window Builder,420342,3.944493317063481
2025-03,BIRT,962992,17.190505238385718
2025-03,CDT,942697,32.292994017062895
2025-03,CVS,67747,0.0
2025-03,DataTools,562820,100.0
2025-03,EclipseLink,2482206,99.81509324912363
2025-03,EGit,130599,99.56744193553594
2025-03,EMF,689993,99.5222954754446
2025-03,GEF,97218,96.60222252304361
2025-03,GMF Runtime,129579,91.71758316361168
2025-03,JDT,1541759,95.61572814122702
2025-03,m2e,76642,99.18649556089339
2025-03,Mylyn,290446,91.71927904075761
2025-03,PDE,369274,97.31642847542673
2025-03,PTP,124832,0.005947354022195525
2025-03,RAP,444779,97.54590037693025
2025-03,Scout,291423,94.61095290457796
2025-03,Subversive,74551,99.8003992015968
2025-03,WebTools,320244,99.9951093753275
2025-03,Window Builder,418883,1.8743437668492295
2025-06,BIRT,963888,17.489174891748917
2025-06,CDT,936092,30.28907416172134
2025-06,CVS,67747,0.0
2025-06,DataTools,562820,100.0
2025-06,EclipseLink,2482446,99.83184584263452
2025-06,EGit,130647,99.6449150217086
2025-06,EMF,690177,99.66568476177116
2025-06,GEF,97445,96.88157619463689
2025-06,GMF Runtime,129588,92.3285811269518
2025-06,JDT,1535947,94.44233580179117
2025-06,m2e,76768,99.35370854511433
2025-06,Mylyn,290467,91.72596166085386
2025-06,PDE,377564,99.50112924521092
2025-06,PTP,124832,0.005947354022195525
2025-06,RAP,445381,98.15587889595915
2025-06,Scout,295549,98.48873600812023
2025-06,Subversive,74549,99.78865797816132
2025-06,WebTools,320258,100.0
2025-06,Window Builder,418930,1.9410312437923891
2025-09,BIRT,963980,17.51984186508532
2025-09,CDT,933027,29.359170398417493
2025-09,CVS,67747,0.0
2025-09,DataTools,562820,100.0
2025-09,EclipseLink,2484134,99.94967241699439
2025-09,EGit,130865,99.9967719547428
2025-09,EMF,690417,99.85271426567542
2025-09,GEF,97716,97.21507771446855
2025-09,GMF Runtime,129586,92.1928038017651
2025-09,JDT,1540322,95.32561031745391
2025-09,m2e,76856,99.47049221663372
2025-09,Mylyn,285082,90.0123469361778
2025-09,PDE,378763,99.81710707669117
2025-09,PTP,124832,0.005947354022195525
2025-09,RAP,447196,99.99493373323067
2025-09,Scout,292873,95.97372205148447
2025-09,Subversive,74549,99.78865797816132
2025-09,WebTools,320258,100.0
2025-09,Window Builder,418376,1.1549703453559976
2025-12,BIRT,964207,17.595509288426218
2025-12,CDT,925560,27.093724590720985
2025-12,CVS,67747,0.0
2025-12,DataTools,562820,100.0
2025-12,EclipseLink,2484855,100.0
2025-12,EGit,130840,99.95642138902787
2025-12,EMF,690427,99.86050716167142
2025-12,GEF,99374,99.2554670867227
2025-12,GMF Runtime,129593,92.66802443991853
2025-12,JDT,1545473,96.36555249578048
2025-12,m2e,77128,99.83145992860271
2025-12,Mylyn,285606,90.17909421857895
2025-12,PDE,379217,99.93675172680963
2025-12,PTP,124832,0.005947354022195525
2025-12,RAP,447201,100.0
2025-12,Scout,294638,97.63254104754655
2025-12,Subversive,74549,99.78865797816132
2025-12,WebTools,320258,100.0
2025-12,Window Builder,418237,0.9577456795028236
2026-03,BIRT,961263,16.614166141661414
2026-03,CDT,925562,27.09433137947355
2026-03,CVS,67747,0.0
2026-03,DataTools,562820,100.0
2026-03,EclipseLink,2484737,99.99176330819049
2026-03,EGit,130867,100.0
2026-03,EMF,690606,100.0
2026-03,GEF,99979,100.0
2026-03,GMF Runtime,129593,92.66802443991853
2026-03,JDT,1550632,97.40710980464996
2026-03,m2e,77255,100.0
2026-03,Mylyn,286068,90.32611186069602
2026-03,PDE,379457,100.0
2026-03,PTP,124832,0.005947354022195525
2026-03,RAP,447184,99.98277469298424
2026-03,Scout,297157,100.0
2026-03,Subversive,74549,99.78865797816132
2026-03,WebTools,320258,100.0
2026-03,Window Builder,417562,0.0
