Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.Diff.isToken()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,1,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.Diff.isUnresolvedIncomingOrConflicting()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,3,0,2,2,2,4,1,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.Diff.overlaps(int,int,int,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,12,0,12,4,9,0,4,4,6,10,4,9,4,4,7,4,,,,,,2,,"0,00",4,4,7,4
Method,"org.eclipse.compare.internal.merge.DocumentMerger.Diff.setResolved(boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,2,2,2,4,1,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Constructor,"org.eclipse.compare.internal.merge.DocumentMerger.DocumentMerger(IDocumentMergerInput)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,1,5,1,2,3,1,2,1,1,1,1,,,,,,0,,"0,25",1,1,1,1
Public Interface,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,0,0,0,0,0,0,0,0,0,6,1,,0,0,,,11,0,11,11,11,0,0,0,,24,11,13,12,0,0,,,11,12,12,0,,,,,0,0,0,0,0,0,0,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.createTokenComparator(String)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.getCompareConfiguration()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.getDocument(char)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.getHunkStart()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.getRegion(char)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.isHunkOnLeft()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.isIgnoreAncestor()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.isPatchHunk()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.isPatchHunkOk()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.isShowPseudoConflicts()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Abstract Method,"org.eclipse.compare.internal.merge.DocumentMerger.IDocumentMergerInput.isThreeWay()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,0,,"0,00",0,0,0,0
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.changesCount()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,2,2,2,4,1,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.changesIterator()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,10,5,0,5,1,3,0,3,2,2,4,1,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.copy(Diff,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,10,65,9,55,11,47,1,15,29,32,41,11,35,12,9,13,1,,,,,,6,,"0,02",12,9,13,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.createTokenComparator(String)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.doDiff()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,14,168,23,121,33,104,26,41,885,65,85,31,72,20,20,29,4,,,,,,6,,"0,21",20,20,29,4
Anonymous Class,"org.eclipse.compare.internal.merge.DocumentMerger.doDiff.(Anon_1)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,3,3,3,1,13,0,13,1,1,8,0,,0,0,,,1,0,1,14,0,0,0,1,,14,0,14,1,11,1,,,6,9,1,8,,,,,3,3,3,1,2,1,0,"0,07",3,3,3,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.doDiff.(Anon_1).run(IProgressMonitor)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,13,0,10,1,8,4,6,9,1,8,3,3,3,1,,,,,,1,,"0,08",3,3,3,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.extract2(IDocument,ITokenComparator,int,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,40,5,17,4,11,19,5,5,7,11,4,9,4,4,5,3,,,,,,2,,"1,12",4,4,5,3
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff(Position,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,9,18,0,16,3,11,2,4,7,9,13,4,11,5,5,6,4,,,,,,2,,"0,13",5,5,6,4
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff(char,Position)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,3,3,0,4,1,3,4,3,3,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff(char,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,11,85,16,68,28,58,2,22,73,43,55,28,41,10,10,12,5,,,,,,3,,"0,03",10,10,12,5
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff(char,int,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,6,12,0,12,2,8,0,10,6,6,10,3,9,5,5,6,5,,,,,,3,,"0,00",5,5,6,5
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff(int,boolean,Point,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,8,28,3,25,8,19,0,10,8,13,20,7,17,9,9,11,6,,,,,,4,,"0,00",9,9,11,6
Anonymous Class,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff.(Anon_2)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,3,3,3,1,13,0,13,1,1,8,0,,0,0,,,1,0,1,14,0,0,0,1,,14,0,14,1,11,1,,,6,9,1,8,,,,,3,3,3,1,2,1,0,"0,07",3,3,3,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findDiff.(Anon_2).run(IProgressMonitor)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,13,0,10,1,8,4,6,9,1,8,3,3,3,1,,,,,,1,,"0,08",3,3,3,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findInsertionPoint(Diff,char)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,10,19,0,19,1,15,0,1,8,7,13,1,12,8,6,8,8,,,,,,3,,"0,00",8,6,8,8
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.findNext(char,List,int,int,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,7,25,0,25,6,19,1,7,11,13,22,7,19,9,9,12,7,,,,,,4,,"0,04",9,9,12,7
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findNext(char,int,int,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.findPrev(char,List,int,int,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,7,36,0,31,6,22,5,8,13,14,25,7,23,11,11,14,11,,,,,,5,,"0,16",11,11,14,11
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.findPrev(char,int,int,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.getChangeDiffs(char,IRegion)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,14,0,14,5,10,0,9,4,11,14,7,11,4,4,4,1,,,,,,2,,"0,00",4,4,4,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.getCompareConfiguration()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,3,1,1,4,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"1,33",1,1,1,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.getDocument(char)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,12,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Protected Method,"org.eclipse.compare.internal.merge.DocumentMerger.getLineRange(IDocument,Position,Point)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,11,44,7,27,6,21,11,4,7,14,19,6,15,5,5,6,1,,,,,,2,,"0,41",5,5,6,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.getRegion(char)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.getRightHeight()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,11,4,7,0,5,3,5,8,4,6,3,3,3,1,,,,,,2,,"0,00",3,3,3,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.getTokenEnd(ITokenComparator,int,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,2,4,0,3,2,3,5,2,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Private Static Method,"org.eclipse.compare.internal.merge.DocumentMerger.getTokenEnd2(ITokenComparator,int,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.getVirtualHeight()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,6,11,0,11,4,7,0,5,3,5,8,4,6,3,3,3,1,,,,,,2,,"0,00",3,3,3,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.getWrappedDiff(Diff,boolean)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,1,5,0,3,3,3,6,1,5,3,3,4,3,,,,,,2,,"0,00",3,3,4,3
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.hasChanges()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,12,3,0,3,1,1,0,2,1,1,2,1,1,1,1,2,1,,,,,,0,,"0,00",1,1,2,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.isCapped(DocLineComparator,DocLineComparator,DocLineComparator)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,13,0,13,5,10,0,3,3,6,9,4,8,4,4,6,3,,,,,,1,,"0,00",4,4,6,3
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.isCappingDisabled()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,4,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.isFirstChildDiff(char,int,Diff)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,3,5,0,5,2,4,6,3,5,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.isIgnoreAncestor()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.isIgnoreWhitespace()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,3,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.isPatchHunk()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.isThreeWay()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Private Static Method,"org.eclipse.compare.internal.merge.DocumentMerger.maxWork(IRangeComparator,IRangeComparator,IRangeComparator)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,9,4,6,0,3,2,5,7,4,6,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.mergingTokenDiff(Diff,IDocument,String,IDocument,String,IDocument,String)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,12,87,9,73,26,57,5,17,650,47,60,25,45,14,14,15,10,,,,,,4,,"0,07",14,14,15,10
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.rangesIterator()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,3,2,2,4,1,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.realToVirtualPosition(char,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,5,36,3,26,9,22,11,8,5,17,22,9,18,5,5,5,4,,,,,,3,,"0,42",5,5,5,4
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.recordChangeDiff(Diff)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,33",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.reset()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,2,1,2,3,1,2,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.resetPositions(IDocument)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,9,1,6,1,2,3,3,6,1,5,3,3,3,1,,,,,,1,,"0,11",3,3,3,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.simpleTokenDiff(Diff,IDocument,String,IDocument,String,IDocument,String)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,14,56,9,45,25,35,2,15,12,28,34,22,23,6,6,9,1,,,,,,3,,"0,04",6,6,9,1
Private Static Method,"org.eclipse.compare.internal.merge.DocumentMerger.toRegion(Position)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,3,0,3,2,2,4,1,3,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.useChange(Diff)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,4,0,3,2,3,5,2,4,2,2,2,1,,,,,,1,,"0,00",2,2,2,1
Private Method,"org.eclipse.compare.internal.merge.DocumentMerger.useChange(int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,8,9,0,9,1,7,0,4,4,4,8,1,7,4,4,4,4,,,,,,1,,"0,00",4,4,4,4
Public Method,"org.eclipse.compare.internal.merge.DocumentMerger.virtualToRealPosition(char,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\DocumentMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,4,35,3,26,9,21,7,8,5,16,21,9,18,5,5,5,4,,,,,,3,,"0,27",5,5,5,4
Class,"org.eclipse.compare.internal.merge.LineComparator",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\LineComparator.java,1,1,1,1,5,0,5,0,2,6,0,,0,0,,,5,1,5,18,1,0,0,4,,57,7,27,13,11,23,,,12,19,12,9,,,,,2,2,2,1,1,1,20,"0,85",6,6,6,5
Public Constructor,"org.eclipse.compare.internal.merge.LineComparator.LineComparator(InputStream,String)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\LineComparator.java,,,,,,,,,,,,,,,,,,,,,,,,,3,11,1,9,4,5,1,9,2,5,7,4,5,2,2,2,1,,,,,,1,,"0,11",2,2,2,1
Method,"org.eclipse.compare.internal.merge.LineComparator.getLine(int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\LineComparator.java,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.LineComparator.getRangeCount()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\LineComparator.java,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.LineComparator.rangesEqual(int,IRangeComparator,int)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\LineComparator.java,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,4,3,0,2,1,3,4,3,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Method,"org.eclipse.compare.internal.merge.LineComparator.skipRangeComparison(int,int,IRangeComparator)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\LineComparator.java,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,1,2,1,1,1,1,1,1,,,,,,0,,"0,00",1,1,1,1
Public Final Class,"org.eclipse.compare.internal.merge.MergeMessages",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\MergeMessages.java,1,1,1,1,3,0,2,1,1,2,0,,0,5,,,1,0,1,14,0,1,0,0,,26,4,11,8,2,12,,,6,8,7,1,,,,,1,1,1,1,2,0,100,"1,09",1,1,1,1
Private Constructor,"org.eclipse.compare.internal.merge.MergeMessages.MergeMessages()",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\MergeMessages.java,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,0,1,1,1,0,1,1,0,1,1,1,1,,,,,,0,,"0,50",1,1,1,1
Public Class,"org.eclipse.compare.internal.merge.TextStreamMerger",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\TextStreamMerger.java,14,10,14,9,58,10,48,3,2,15,0,,0,0,,,1,0,1,14,0,0,0,1,,83,11,50,8,39,25,,,29,38,11,33,,,,,14,10,14,9,1,4,0,"0,50",14,10,14,9
Public Method,"org.eclipse.compare.internal.merge.TextStreamMerger.merge(OutputStream,String,InputStream,String,InputStream,String,InputStream,String,IProgressMonitor)",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\merge\TextStreamMerger.java,,,,,,,,,,,,,,,,,,,,,,,,,27,58,10,48,7,39,3,13,18,29,37,10,33,14,10,14,9,,,,,,4,,"0,06",14,10,14,9
Package,"org.eclipse.compare.internal.patch",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\DecoratorOverlayIcon.java,2,2,3,1,12,1,11,1,,,,75,30,107,24,,345,86,375,,14,77,48,236,,5712,661,4241,1501,2497,882,,,2451,3351,1571,2116,,,,,24,23,25,9,,6,,"0,21",900,883,973,501
Class,"org.eclipse.compare.internal.patch.DecoratorOverlayIcon",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\DecoratorOverlayIcon.java,3,2,3,1,11,0,9,2,1,6,0,,0,0,,,7,3,7,20,0,0,4,3,,114,12,70,17,42,32,,,34,50,18,34,,,,,8,5,8,3,2,2,38,"0,46",18,15,19,9
