Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Package,"(Unnamed_Package)",bundles\org.eclipse.team.cvs.ui\src\org\eclipse\team\internal\ccvs\ui\wizards\KSubstWizardCommitCommentPage.java,0,0,0,0,0,0,0,0,,,,0,0,0,1,,0,0,0,,0,0,0,0,,10,0,0,0,0,10,,,0,0,0,0,,,,,0,0,0,0,,0,,"0,00",0,0,0,0
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\ComparePlugin.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\ComparePlugin.java,1,1,1,1,4,0,3,1,,,,1,3,2,,8,5,1,8,,0,0,0,8,,81,14,35,17,10,33,,,17,26,17,9,,,,,1,1,1,1,,0,,"0,94",8,8,8,8
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\LCS.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\LCS.java,6,6,10,3,59,6,35,18,,,,1,1,2,,12,11,2,12,,0,5,5,2,,461,63,260,71,189,147,,,163,207,70,149,,,,,17,17,33,6,,3,,"0,57",43,43,68,19
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\Messages.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\Messages.java,1,1,1,1,3,0,2,1,,,,1,0,12,,1,1,0,1,,0,1,0,0,,39,3,21,17,2,16,,,15,17,16,1,,,,,1,1,1,1,,0,,"0,76",1,1,1,1
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\TextLineLCS.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\TextLineLCS.java,2,2,2,1,12,1,7,4,,,,2,2,0,,14,12,5,14,,0,2,5,7,,207,30,109,36,59,71,,,59,85,37,54,,,,,6,6,6,3,,2,,"0,65",24,24,28,16
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\DiffProject.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\DiffProject.java,1,1,1,1,8,0,3,4,,,,1,0,0,,6,6,2,6,,0,0,0,6,,76,9,27,12,9,40,,,12,20,12,9,,,,,2,2,2,1,,1,,"1,48",7,7,7,6
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\FileDiffResult.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\FileDiffResult.java,2,2,2,1,9,0,8,1,,,,1,1,0,,29,28,9,29,,0,1,4,24,,338,36,251,91,144,54,,,149,207,98,136,,,,,11,11,13,5,,4,,"0,22",60,60,65,36
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\FilePatch2.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\FilePatch2.java,2,2,2,1,8,0,6,3,,,,1,0,3,,23,23,9,23,,1,0,2,20,,266,29,155,59,80,83,,,80,122,58,73,,,,,7,7,9,5,,3,,"0,54",42,42,46,30
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\Hunk.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\Hunk.java,3,3,4,2,12,1,11,2,,,,1,1,0,,34,33,8,34,,5,10,0,19,,518,62,374,94,264,100,,,205,298,96,228,,,,,15,15,30,15,,3,,"0,27",92,92,128,65
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\HunkResult.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\HunkResult.java,3,3,3,2,15,0,10,4,,,,1,0,2,,15,15,5,15,,0,3,0,12,,273,29,164,43,98,82,,,87,132,47,93,,,,,15,15,15,9,,6,,"0,50",47,47,47,34
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\LineReader.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\LineReader.java,4,4,4,2,15,0,13,2,,,,1,4,0,,11,7,6,11,,4,1,0,6,,224,18,166,45,108,48,,,84,126,46,93,,,,,9,9,9,8,,5,,"0,29",40,40,44,25
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\PatchReader.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\PatchReader.java,7,6,7,5,31,3,26,4,,,,1,0,7,,19,19,5,19,,0,8,2,9,,705,87,525,119,406,136,,,309,420,118,339,,,,,25,25,30,23,,7,,"0,26",128,116,142,92
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\Utilities.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\internal\core\patch\Utilities.java,2,2,2,1,6,0,6,0,,,,1,1,0,,1,0,0,1,,0,0,0,1,,23,3,10,4,3,10,,,4,7,4,3,,,,,2,2,2,1,,1,,"1,00",2,2,2,1
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IFilePatch2.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IFilePatch2.java,0,0,0,0,0,0,0,0,,,,1,0,1,,6,6,0,6,,0,0,0,6,,89,10,13,12,1,66,,,10,11,11,0,,,,,0,0,0,0,,0,,"5,08",0,0,0,0
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IFilePatchResult.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IFilePatchResult.java,0,0,0,0,0,0,0,0,,,,1,0,0,,6,6,0,6,,0,0,0,6,,90,10,11,10,0,69,,,9,10,10,0,,,,,0,0,0,0,,0,,"6,27",0,0,0,0
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IHunk.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IHunk.java,0,0,0,0,0,0,0,0,,,,1,0,0,,6,6,0,6,,0,0,0,6,,98,11,12,11,0,75,,,10,11,11,0,,,,,0,0,0,0,,0,,"6,25",0,0,0,0
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IHunkFilter.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\IHunkFilter.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,29,3,4,3,0,22,,,2,3,3,0,,,,,0,0,0,0,,0,,"5,50",0,0,0,0
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\PatchBuilder.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\PatchBuilder.java,3,3,3,2,16,0,11,6,,,,2,11,3,,12,1,0,12,,0,7,0,5,,250,17,140,48,85,94,,,80,113,52,75,,,,,8,6,8,4,,4,,"0,67",33,31,38,18
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\PatchConfiguration.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\PatchConfiguration.java,1,1,1,1,8,0,3,5,,,,1,0,0,,13,13,6,13,,0,0,0,13,,158,17,52,24,18,89,,,23,37,24,15,,,,,1,1,1,1,,0,,"1,71",13,13,13,13
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\PatchParser.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\PatchParser.java,3,3,3,1,28,0,17,11,,,,1,1,0,,1,0,0,1,,0,0,0,1,,57,4,27,13,12,26,,,14,18,12,8,,,,,3,3,3,1,,2,,"0,96",3,3,3,1
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\ReaderCreator.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\patch\ReaderCreator.java,1,1,1,1,8,0,3,5,,,,1,0,0,,2,2,0,2,,0,0,0,2,,42,5,9,6,1,28,,,5,7,6,1,,,,,1,1,1,1,,0,,"3,11",1,1,1,1
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\AbstractRangeDifferenceFactory.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\AbstractRangeDifferenceFactory.java,1,1,1,1,9,0,9,0,,,,1,0,0,,4,4,0,4,,3,0,1,0,,49,4,32,12,19,13,,,21,25,9,19,,,,,1,1,1,1,,0,,"0,41",3,3,3,3
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\DifferencesIterator.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\DifferencesIterator.java,2,2,2,1,6,0,6,0,,,,1,0,0,,5,5,4,5,,5,0,0,0,,77,9,38,13,18,31,,,19,29,13,16,,,,,3,3,3,1,,2,,"0,82",9,9,9,5
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\IRangeComparator.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\IRangeComparator.java,0,0,0,0,0,0,0,0,,,,1,0,0,,3,3,0,3,,3,0,0,0,,60,4,6,5,0,50,,,4,5,5,0,,,,,0,0,0,0,,0,,"8,33",0,0,0,0
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\RangeComparatorLCS.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\RangeComparatorLCS.java,3,3,4,2,14,0,11,2,,,,1,1,0,,11,10,3,11,,0,2,5,4,,192,16,137,41,86,41,,,76,110,42,74,,,,,14,14,20,9,,5,,"0,30",33,33,40,19
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\RangeDifference.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\RangeDifference.java,1,1,2,1,12,0,6,6,,,,1,0,7,,18,18,7,18,,0,1,3,14,,326,37,125,39,76,176,,,68,90,38,53,,,,,8,3,9,1,,1,,"1,41",26,21,33,18
File,"bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\RangeDifferencer.java",bundles\org.eclipse.compare.core\src\org\eclipse\compare\rangedifferencer\RangeDifferencer.java,3,3,3,2,23,2,12,10,,,,2,15,2,,17,2,0,17,,0,4,1,12,,468,49,212,62,147,214,,,127,175,62,130,,,,,15,15,19,9,,5,,"1,01",46,46,51,29
File,"bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\AbstractMergeViewer.java",bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\AbstractMergeViewer.java,2,2,3,2,9,0,9,0,,,,1,0,0,,23,23,5,23,,0,4,12,7,,288,28,242,90,128,20,,,125,183,90,117,,,,,6,6,7,5,,4,,"0,08",55,55,63,44
File,"bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\Activator.java",bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\Activator.java,1,1,1,1,5,0,3,1,,,,1,3,2,,6,3,0,6,,0,0,0,6,,66,10,28,14,8,28,,,14,21,14,7,,,,,1,1,1,1,,0,,"1,00",6,6,6,6
File,"bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\CompareWin32Messages.java",bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\CompareWin32Messages.java,1,1,1,1,2,0,2,0,,,,1,0,14,,1,1,0,1,,0,1,0,0,,37,3,23,19,2,12,,,17,19,18,1,,,,,1,1,1,1,,0,,"0,52",1,1,1,1
File,"bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\WordComparison.java",bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\WordComparison.java,2,2,3,1,12,0,10,3,,,,1,12,0,,32,20,4,32,,0,21,1,10,,480,40,335,92,204,122,,,152,240,93,181,,,,,8,8,9,3,,7,,"0,36",73,73,83,38
File,"bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\WordMergeViewer.java",bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\WordMergeViewer.java,2,2,3,1,12,0,12,1,,,,9,3,1,,35,32,12,35,,0,16,5,14,,472,44,409,127,239,34,,,218,301,135,192,,,,,11,11,12,3,,4,,"0,08",81,81,88,39
File,"bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\WordViewerCreator.java",bundles\org.eclipse.compare.win32\src\org\eclipse\compare\internal\win32\WordViewerCreator.java,1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,29,5,10,7,1,14,,,6,8,7,1,,,,,1,1,1,1,,0,,"1,40",1,1,1,1
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\BufferedContent.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\BufferedContent.java,2,2,2,1,8,0,5,3,,,,1,0,0,,9,9,2,9,,0,0,3,6,,131,14,53,19,22,64,,,23,39,19,21,,,,,3,3,3,1,,2,,"1,21",15,15,16,8
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareConfiguration.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareConfiguration.java,2,2,2,1,11,0,6,6,,,,2,0,5,,48,48,18,48,,0,2,0,46,,710,58,341,132,183,334,,,184,271,133,171,,,,,5,5,5,5,,3,,"0,98",85,85,86,68
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareEditorInput.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareEditorInput.java,2,2,2,1,12,0,8,4,,,,18,4,7,,107,103,22,107,,1,19,15,72,,1577,142,822,255,457,622,,,381,586,262,365,,,,,15,15,16,14,,3,,"0,76",206,206,228,144
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareNavigator.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareNavigator.java,5,5,6,4,23,0,14,8,,,,1,0,0,,4,4,0,4,,0,0,2,2,,101,7,48,15,29,46,,,28,41,17,27,,,,,7,7,9,4,,2,,"0,96",15,15,17,11
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareUI.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareUI.java,1,1,1,1,12,0,3,9,,,,1,24,9,,25,1,0,25,,0,3,0,22,,436,39,113,57,42,287,,,53,83,54,39,,,,,2,2,2,1,,1,,"2,54",29,29,29,25
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareViewerPane.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareViewerPane.java,2,2,2,1,10,0,7,3,,,,5,2,0,,25,23,5,25,,0,1,1,23,,334,30,170,74,81,134,,,96,138,78,77,,,,,4,4,4,1,,3,,"0,79",41,41,44,25
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareViewerSwitchingPane.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\CompareViewerSwitchingPane.java,4,4,4,2,20,2,12,6,,,,2,0,0,,17,17,4,17,,0,3,2,12,,397,52,209,64,137,139,,,113,171,66,125,,,,,12,12,13,12,,3,,"0,67",58,58,62,37
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\EditionSelectionDialog.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\EditionSelectionDialog.java,4,4,4,2,21,2,15,5,,,,13,1,0,,51,50,32,51,,4,15,9,23,,1196,129,754,229,516,350,,,428,612,249,432,,,,,17,17,23,9,,5,,"0,46",183,183,209,78
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\HistoryItem.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\HistoryItem.java,1,1,1,1,5,0,4,1,,,,1,0,0,,8,8,2,8,,0,0,0,8,,110,14,47,25,15,49,,,26,37,25,15,,,,,3,3,3,1,,2,,"1,04",10,10,10,8
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ICompareContainer.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ICompareContainer.java,0,0,0,0,0,0,0,0,,,,1,0,0,,9,9,0,9,,0,0,0,9,,111,12,20,19,0,79,,,18,19,19,0,,,,,0,0,0,0,,0,,"3,95",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ICompareInputLabelProvider.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ICompareInputLabelProvider.java,0,0,0,0,0,0,0,0,,,,1,0,0,,6,6,0,6,,6,0,0,0,,79,8,11,10,0,60,,,9,10,10,0,,,,,0,0,0,0,,0,,"5,45",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ICompareNavigator.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ICompareNavigator.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,38,3,4,3,0,31,,,2,3,3,0,,,,,0,0,0,0,,0,,"7,75",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IContentChangeListener.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IContentChangeListener.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,30,2,4,3,0,24,,,2,3,3,0,,,,,0,0,0,0,,0,,"6,00",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IContentChangeNotifier.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IContentChangeNotifier.java,0,0,0,0,0,0,0,0,,,,1,0,0,,2,2,0,2,,2,0,0,0,,39,3,5,4,0,31,,,3,4,4,0,,,,,0,0,0,0,,0,,"6,20",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IEditableContent.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IEditableContent.java,0,0,0,0,0,0,0,0,,,,1,0,0,,3,3,0,3,,3,0,0,0,,70,4,6,5,0,60,,,4,5,5,0,,,,,0,0,0,0,,0,,"10,00",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IEditableContentExtension.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IEditableContentExtension.java,0,0,0,0,0,0,0,0,,,,1,0,0,,2,2,0,2,,2,0,0,0,,48,5,9,8,0,34,,,7,8,8,0,,,,,0,0,0,0,,0,,"3,78",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IEncodedStreamContentAccessor.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IEncodedStreamContentAccessor.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,39,3,5,4,0,31,,,3,4,4,0,,,,,0,0,0,0,,0,,"6,20",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IModificationDate.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IModificationDate.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,31,2,4,3,0,25,,,2,3,3,0,,,,,0,0,0,0,,0,,"6,25",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\INavigatable.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\INavigatable.java,0,0,0,0,0,0,0,0,,,,1,0,5,,4,4,0,4,,4,0,0,0,,89,12,13,12,5,65,,,11,12,12,0,,,,,0,0,0,0,,0,,"5,00",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IPropertyChangeNotifier.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IPropertyChangeNotifier.java,0,0,0,0,0,0,0,0,,,,1,0,0,,2,2,0,2,,2,0,0,0,,41,4,6,5,0,31,,,4,5,5,0,,,,,0,0,0,0,,0,,"5,17",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IResourceProvider.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IResourceProvider.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,26,3,5,4,0,18,,,3,4,4,0,,,,,0,0,0,0,,0,,"3,60",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ISharedDocumentAdapter.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ISharedDocumentAdapter.java,0,0,0,0,0,0,0,0,,,,1,0,0,,5,5,0,5,,5,0,0,0,,90,8,14,13,0,68,,,12,13,13,0,,,,,0,0,0,0,,0,,"4,86",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IStreamContentAccessor.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IStreamContentAccessor.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,36,3,6,5,0,27,,,4,5,5,0,,,,,0,0,0,0,,0,,"4,50",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IStreamMerger.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IStreamMerger.java,0,0,0,0,0,0,0,0,,,,1,0,3,,1,1,0,1,,1,0,0,0,,69,7,15,14,3,47,,,9,10,10,0,,,,,0,0,0,0,,0,,"3,13",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ITypedElement.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ITypedElement.java,0,0,0,0,0,0,0,0,,,,1,0,3,,3,3,0,3,,3,0,0,0,,68,8,10,9,3,53,,,8,9,9,0,,,,,0,0,0,0,,0,,"5,30",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\IViewerCreator.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\IViewerCreator.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,34,4,6,5,0,24,,,4,5,5,0,,,,,0,0,0,0,,0,,"4,00",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\NavigationAction.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\NavigationAction.java,3,3,3,1,13,1,9,5,,,,1,0,0,,4,4,2,4,,0,0,0,4,,95,12,47,22,20,37,,,27,37,22,19,,,,,6,6,7,1,,4,,"0,79",10,10,11,4
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ResourceNode.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ResourceNode.java,2,2,2,1,8,0,6,2,,,,1,0,0,,17,17,2,17,,0,0,2,15,,230,23,119,38,60,88,,,52,88,37,56,,,,,6,6,6,4,,5,,"0,74",35,35,35,24
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\SharedDocumentAdapter.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\SharedDocumentAdapter.java,2,2,2,2,11,0,8,3,,,,1,1,0,,7,6,0,7,,0,1,1,5,,125,10,67,29,31,48,,,33,49,26,29,,,,,5,5,5,5,,2,,"0,72",14,14,15,13
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\Splitter.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\Splitter.java,3,3,3,2,16,1,9,7,,,,1,0,1,,5,5,0,5,,0,2,0,3,,129,12,50,16,33,68,,,27,41,17,29,,,,,3,3,4,3,,2,,"1,36",13,13,14,9
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\ZipFileStructureCreator.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\ZipFileStructureCreator.java,2,2,2,1,9,0,7,2,,,,4,0,0,,26,26,4,26,,7,0,0,19,,326,48,212,76,119,70,,,109,164,77,103,,,,,13,13,13,6,,5,,"0,33",55,55,56,38
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\ContentMergeViewer.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\ContentMergeViewer.java,3,3,3,1,16,1,10,5,,,,11,0,4,,73,73,41,73,,6,7,30,30,,1346,175,783,248,484,428,,,440,611,253,417,,,,,13,13,13,5,,4,,"0,55",173,168,197,77
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\IDocumentRange.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\IDocumentRange.java,0,0,0,0,0,0,0,0,,,,1,0,1,,2,2,0,2,,2,0,0,0,,54,6,8,7,1,41,,,6,7,7,0,,,,,0,0,0,0,,0,,"5,13",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\IFlushable.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\IFlushable.java,0,0,0,0,0,0,0,0,,,,1,0,0,,1,1,0,1,,1,0,0,0,,36,3,7,6,0,26,,,5,6,6,0,,,,,0,0,0,0,,0,,"3,71",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\IMergeViewerContentProvider.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\IMergeViewerContentProvider.java,0,0,0,0,0,0,0,0,,,,1,0,0,,14,14,0,14,,14,0,0,0,,155,22,19,18,0,114,,,17,18,18,0,,,,,0,0,0,0,,0,,"6,00",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\ITokenComparator.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\ITokenComparator.java,0,0,0,0,0,0,0,0,,,,1,0,0,,2,2,0,2,,2,0,0,0,,57,5,6,5,0,46,,,4,5,5,0,,,,,0,0,0,0,,0,,"7,67",0,0,0,0
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\TextMergeViewer.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\TextMergeViewer.java,3,3,4,2,15,1,13,2,,,,50,5,24,,331,326,106,331,,10,143,31,147,,5395,674,4062,1011,2845,757,,,2153,3130,1099,2329,,,,,20,20,35,13,,6,,"0,19",1040,1008,1198,539
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\TokenComparator.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\contentmergeviewer\TokenComparator.java,4,4,4,2,13,2,10,2,,,,1,0,0,,6,6,4,6,,0,0,0,6,,132,21,71,21,47,47,,,41,63,22,45,,,,,7,7,8,6,,2,,"0,66",21,21,24,13
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\AbstractViewer.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\AbstractViewer.java,1,1,1,1,3,0,2,1,,,,1,0,0,,5,5,0,5,,0,0,0,5,,38,8,17,9,2,13,,,5,11,9,2,,,,,1,1,1,1,,0,,"0,76",5,5,5,5
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\AdapterFactory.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\AdapterFactory.java,2,2,2,1,9,0,9,0,,,,2,0,0,,3,3,0,3,,0,0,0,3,,43,4,29,13,12,10,,,14,20,13,8,,,,,2,2,3,1,,1,,"0,34",5,5,6,3
File,"bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\AddFromHistoryAction.java",bundles\org.eclipse.compare\compare\org\eclipse\compare\internal\AddFromHistoryAction.java,3,3,4,2,22,3,19,2,,,,2,0,1,,6,6,0,6,,1,1,2,2,,144,25,104,42,65,20,,,55,76,41,49,,,,,11,11,14,4,,5,,"0,19",20,20,24,9
